name,phone,review_count,price,food_type,rating,address,town,zip_search
9. Main Street Bagels,(718) 793-81007226 Main StKew Gardens Hills,36,$,"$Bagels, Delis, Caterers",3 star rating,7226 Main St,Kew Gardens Hills,11367
10. Bagels & Co,(718) 217-775518802 Union TpkeFresh Meadows,88,$$,$$Bagels,3 star rating,18802 Union Tpke,Fresh Meadows,11367
Martha’s Country Bakery,(718) 544-008870-28 Austin StForest Hills,2046,,"Desserts, Coffee & Tea, Bakeries",4 star rating,70-28 Austin St,Forest Hills,11367
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11367
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Coffee & Tea, Bagels",4 star rating,69 5th Ave,Park Slope,11367
11. Rego Bagels,(718) 459-62659508 63rd DrRego Park,156,$,"$Bagels, Coffee & Tea, Sandwiches",4 star rating,9508 63rd Dr,Rego Park,11367
12. Bagels ‘N’ Cream,(718) 969-264080-02 Surrey PlHillcrest,122,$,$Bagels,3 star rating,80-02 Surrey Pl,Hillcrest,11367
13. Gotta Getta Bagel,(718) 793-164010709 71st AveForest Hills,212,$,$Bagels,3 star rating,10709 71st Ave,Forest Hills,11367
14. Bagels For You,(718) 793-920011329 Queens BlvdForest Hills,89,$,"$Bagels, Breakfast & Brunch, Sandwiches",3 star rating,11329 Queens Blvd,Forest Hills,11367
15. Jerusalem Fresh Bagels,(718) 433-934164-48 108th StForest Hills,13,,"Bagels, Breakfast & Brunch, Kosher",4 star rating,64-48 108th St,Forest Hills,11367
16. Oh! Bagels and Cafe,(718) 539-53293430 Union StDowntown Flushing,11,$,"$Coffee & Tea, Bagels",4 star rating,3430 Union St,Downtown Flushing,11367
17. Bagelery,(347) 506-0737156-19 Northern BlvdMurray Hill,33,,Bagels,3 star rating,156-19 Northern Blvd,Murray Hill,11367
18. Ace Bagels Cafe,(718) 939-76185906 Main StQueensborough Hill,27,$,"$Bagels, Delis",3.5 star rating,5906 Main St,Queensborough Hill,11367
19. Bagel Club,(718) 423-610620521 35th AveBayside,143,$,"$Bagels, Coffee & Tea, Sandwiches",3.5 star rating,20521 35th Ave,Bayside,11367
20. Direct Bagels,(718) 896-2221104-41 Queens BlvdForest Hills,,,"Bagels, Food Delivery Services",,104-41 Queens Blvd,Forest Hills,11367
Martha’s Country Bakery,(718) 544-008870-28 Austin StForest Hills,2046,,"Desserts, Bakeries, Coffee & Tea",4 star rating,70-28 Austin St,Forest Hills,11367
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11367
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11367
21. Jonas Bagels And Sams Pastries,(718) 894-43197409 Metropolitan AveMiddle Village,10,,"Bakeries, Bagels, Breakfast & Brunch",4.5 star rating,7409 Metropolitan Ave,Middle Village,11367
22. Michael’s Bagels,(718) 793-579410827 Ascan AveForest Hills,61,$,"$Bakeries, Bagels, Sandwiches",3.5 star rating,10827 Ascan Ave,Forest Hills,11367
23. Java Day Cafe,(718) 961-444416009 Northern BlvdMurray Hill,319,$$,"$$Coffee & Tea, Bagels, Breakfast & Brunch",4.5 star rating,16009 Northern Blvd,Murray Hill,11367
24. Adam’s Bagels & Deli,(718) 507-08396356 Woodhaven BlvdMiddle Village,85,$,"$Bagels, Delis, Salad",3.5 star rating,6356 Woodhaven Blvd,Middle Village,11367
25. Double J Deli,(718) 380-351516802 Union TpkeHillcrest,58,$,"$Bagels, Delis",3.5 star rating,16802 Union Tpke,Hillcrest,11367
26. Bagelette,(718) 459-02049742 63rd RdRego Park,38,$,$Bagels,3.5 star rating,9742 63rd Rd,Rego Park,11367
27. Avraham Bakery,(718) 969-107473-15 Main StKew Gardens Hills,6,$,"$Bakeries, Cupcakes, Bagels",3.5 star rating,73-15 Main St,Kew Gardens Hills,11367
28. Java Day,(718) 961-555543 58 162nd StMurray Hill,34,$,"$Breakfast & Brunch, Sandwiches, Bagels",4 star rating,43 58 162nd St,Murray Hill,11367
29. The Local MRKT,(347) 620-487266-75 Selfridge StForest Hills,17,,"Burgers, Bagels, Sandwiches",5 star rating,66-75 Selfridge St,Forest Hills,11367
30. Hot Bagels,(718) 459-62659508 63rd DrRego Park,1,,Bagels,4 star rating,9508 63rd Dr,Rego Park,11367
Martha’s Country Bakery,(718) 544-008870-28 Austin StForest Hills,2046,,"Coffee & Tea, Bakeries, Desserts",4 star rating,70-28 Austin St,Forest Hills,11367
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Bagels, Coffee & Tea, Sandwiches",4 star rating,3207 Broadway,Astoria,11368
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11368
11. American New York Bagel,(718) 505-050586-19 Northern BlvdJackson Heights,8,,"Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,86-19 Northern Blvd,Jackson Heights,11368
12. Forest Hills Bagel,(718) 896-222110441 Queens BlvdForest Hills,256,$,$Bagels,3.5 star rating,10441 Queens Blvd,Forest Hills,11368
13. Bagelery,(347) 506-0737156-19 Northern BlvdMurray Hill,33,,Bagels,3 star rating,156-19 Northern Blvd,Murray Hill,11368
14. Hot Bialys & Bagels,(718) 544-0900116-63 Queens BlvdForest Hills,87,$,"$Bakeries, Bagels, Coffee & Tea",4 star rating,116-63 Queens Blvd,Forest Hills,11368
15. Middle Village Bagels,(718) 457-893679-16 Eliot AveMiddle Village,55,,"Bagels, Delis",3.5 star rating,79-16 Eliot Ave,Middle Village,11368
16. Bagel’s and More,34-15 103rd StNorth Corona,,,Bagels,,34-15 103rd St,North Corona,11368
17. Bagelette,(718) 459-02049742 63rd RdRego Park,38,$,$Bagels,3.5 star rating,9742 63rd Rd,Rego Park,11368
18. Adam’s Bagels & Deli,(718) 507-08396356 Woodhaven BlvdMiddle Village,85,$,"$Bagels, Delis, Salad",3.5 star rating,6356 Woodhaven Blvd,Middle Village,11368
19. Gotta Getta Bagel,(718) 793-164010709 71st AveForest Hills,212,$,$Bagels,3 star rating,10709 71st Ave,Forest Hills,11368
20. Java Day Cafe,(718) 961-444416009 Northern BlvdMurray Hill,319,$$,"$$Coffee & Tea, Bagels, Breakfast & Brunch",4.5 star rating,16009 Northern Blvd,Murray Hill,11368
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11368
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Bagels, Coffee & Tea, Sandwiches",4 star rating,3207 Broadway,Astoria,11368
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Bagels, Delis",4 star rating,69 5th Ave,Park Slope,11368
21. Village Bagels,(718) 357-357714-37 150th St,10,$,"$Bagels, Bakeries",4.5 star rating,14-37 150th St,,11368
22. Bagels Plus,(718) 591-361570-39 Parsons BlvdPomonok,38,$,"$Bagels, Coffee & Tea, Sandwiches",3.5 star rating,70-39 Parsons Blvd,Pomonok,11368
23. Main Street Bagels,(718) 793-81007226 Main StKew Gardens Hills,36,$,"$Bagels, Delis, Caterers",3 star rating,7226 Main St,Kew Gardens Hills,11368
24. Hot Bagels & Cafe,(718) 359-60273536 Farrington StDowntown Flushing,2,$,"$Coffee & Tea, Bagels",3 star rating,3536 Farrington St,Downtown Flushing,11368
25. Direct Bagels,(718) 896-2221104-41 Queens BlvdForest Hills,,,"Bagels, Food Delivery Services",,104-41 Queens Blvd,Forest Hills,11368
26. Jonas Bagels And Sams Pastries,(718) 894-43197409 Metropolitan AveMiddle Village,10,,"Bakeries, Bagels, Breakfast & Brunch",4.5 star rating,7409 Metropolitan Ave,Middle Village,11368
27. Grand Mars Bagel & Deli,(718) 651-66006962 Grand AveMaspeth,6,,"Grocery, Bagels, Delis",3.5 star rating,6962 Grand Ave,Maspeth,11368
28. Java Day,(718) 961-555543 58 162nd StMurray Hill,34,$,"$Breakfast & Brunch, Sandwiches, Bagels",4 star rating,43 58 162nd St,Murray Hill,11368
29. P & C Bagels,(718) 326-85107905 Metropolitan AveMiddle Village,68,$,$Bagels,3 star rating,7905 Metropolitan Ave,Middle Village,11368
30. Michael’s Bagels,(718) 793-579410827 Ascan AveForest Hills,61,$,"$Bakeries, Bagels, Sandwiches",3.5 star rating,10827 Ascan Ave,Forest Hills,11368
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11368
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Coffee & Tea, Sandwiches, Bagels",4 star rating,3207 Broadway,Astoria,11369
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11369
1. Brooklyn Bagel & Coffee Company,(718) 204-014135-05 BroadwayAstoria,710,$,"$Bagels, Coffee & Tea",4.5 star rating,35-05 Broadway,Astoria,11369
2. New York City Bagel Coffee House,(718) 728-950029-08 23rd AveAstoria,373,$$,$$Bagels,4 star rating,29-08 23rd Ave,Astoria,11369
3. Oh! Bagels and Cafe,(718) 539-53293430 Union StDowntown Flushing,11,$,"$Coffee & Tea, Bagels",4 star rating,3430 Union St,Downtown Flushing,11369
4. Bagel House IV,(718) 507-55738918 Northern BlvdJackson Heights,75,$,"$Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,8918 Northern Blvd,Jackson Heights,11369
5. JK Bakery,(718) 539-35632914 Union StDowntown Flushing,72,$,"$Bakeries, Bagels, Coffee & Tea",4 star rating,2914 Union St,Downtown Flushing,11369
6. Parva Bakeshop Cafe,(718) 433-93368201 Northern BlvdJackson Heights,28,,"Coffee & Tea, Bakeries, Bagels",4.5 star rating,8201 Northern Blvd,Jackson Heights,11369
7. New York City Bagel & Coffee House,(718) 728-951140-05 BroadwayAstoria,250,$$,"$$Bagels, Coffee & Tea",4 star rating,40-05 Broadway,Astoria,11369
8. Rego Bagels,(718) 459-62659508 63rd DrRego Park,156,$,"$Bagels, Coffee & Tea, Sandwiches",4 star rating,9508 63rd Dr,Rego Park,11369
9. Brooklyn Bagel & Coffee Company,(718) 932-828035-09 Ditmars BlvdAstoria,431,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",4 star rating,35-09 Ditmars Blvd,Astoria,11369
10. American New York Bagel,(718) 505-050586-19 Northern BlvdJackson Heights,8,,"Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,86-19 Northern Blvd,Jackson Heights,11369
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11369
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Bagels, Sandwiches, Coffee & Tea",4 star rating,3207 Broadway,Astoria,11369
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11369
11. Astoria Bagel Shop & Deli,(718) 728-51692812 Ditmars BlvdAstoria,155,$,"$Delis, Bagels, Breakfast & Brunch",4 star rating,2812 Ditmars Blvd,Astoria,11369
12. Brooklyn Bagel & Coffee Company,(718) 777-112136-14 30th AveAstoria,473,$,"$Coffee & Tea, Bagels",4 star rating,36-14 30th Ave,Astoria,11369
13. Bagel Boss - Queens,(718) 736-267769-48 Main StKew Gardens Hills,36,,"Kosher, Bagels, Caterers",4 star rating,69-48 Main St,Kew Gardens Hills,11369
14. Jerusalem Fresh Bagels,(718) 433-934164-48 108th StForest Hills,13,,"Bagels, Breakfast & Brunch, Kosher",4 star rating,64-48 108th St,Forest Hills,11369
15. New York City Bagel & Coffee House,(718) 728-951233-10 30th AveAstoria,89,$$,"$$Coffee & Tea, Breakfast & Brunch, Bagels",3.5 star rating,33-10 30th Ave,Astoria,11369
16. Eddie’s Bagels & Coffee,(917) 745-010544-02 31st AveAstoria,13,,"Coffee & Tea, Bagels",4.5 star rating,44-02 31st Ave,Astoria,11369
17. Bagel’s and More,34-15 103rd StNorth Corona,,,Bagels,,34-15 103rd St,North Corona,11369
18. Woodside Deli & Bagel,(718) 301-069354-12 31st Ave,17,$,"$Bagels, Delis",3.5 star rating,54-12 31st Ave,,11369
19. Ace Bagels Cafe,(718) 939-76185906 Main StQueensborough Hill,27,$,"$Bagels, Delis",3.5 star rating,5906 Main St,Queensborough Hill,11369
20. Bagels On The Ave,(718) 721-06003315 30th AveAstoria,186,$,"$Bagels, Coffee & Tea, Breakfast & Brunch",3 star rating,3315 30th Ave,Astoria,11369
Mad Cafe,(347) 956-201943-10 Queens BlvdSunnyside,25,,"Coffee & Tea, Cafes",4.5 star rating,43-10 Queens Blvd,Sunnyside,11369
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Sandwiches, Coffee & Tea, Bagels",4 star rating,3207 Broadway,Astoria,11369
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Coffee & Tea, Bagels",4 star rating,69 5th Ave,Park Slope,11369
21. Bagels & Brew,(718) 545-444043-05 BroadwayAstoria,213,$,"$Bagels, Breakfast & Brunch, Cafes",4 star rating,43-05 Broadway,Astoria,11369
22. Bagels Plus,(718) 639-77845720 Woodside AveWoodside,62,$,"$Bagels, Breakfast & Brunch, Sandwiches",3 star rating,5720 Woodside Ave,Woodside,11369
23. Chakra Cafe,(929) 462-005144-01 Queens BlvdSunnyside,84,,"Coffee & Tea, Breakfast & Brunch, Bagels",4.5 star rating,44-01 Queens Blvd,Sunnyside,11369
24. La Luna Cafe,(718) 606-00944401 30th AveAstoria,59,$,"$Bagels, Cafes",4 star rating,4401 30th Ave,Astoria,11369
25. Bagelette,(718) 459-02049742 63rd RdRego Park,38,$,$Bagels,3.5 star rating,9742 63rd Rd,Rego Park,11369
26. Einstein Bros Bagels,(516) 792-3957Located in LaGuardia Airport - LGALaGuardia Airport,12,$,"$Coffee & Tea, Bagels, Sandwiches",3 star rating,,LaGuardia Airport,11369
27. Grand Mars Bagel & Deli,(718) 651-66006962 Grand AveMaspeth,6,,"Grocery, Bagels, Delis",3.5 star rating,6962 Grand Ave,Maspeth,11369
28. Boulevard Bagel Cafe,(718) 777-127330-07 Astoria BlvdAstoria,69,$,$Bagels,2.5 star rating,30-07 Astoria Blvd,Astoria,11369
29. Bagelberry,(718) 932-14253113 30th AveAstoria,111,$,"$Bagels, Korean, Cafes",3.5 star rating,3113 30th Ave,Astoria,11369
30. Main Street Bagels,(718) 793-81007226 Main StKew Gardens Hills,36,$,"$Bagels, Delis, Caterers",3 star rating,7226 Main St,Kew Gardens Hills,11369
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11369
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Sandwiches, Coffee & Tea, Bagels",4 star rating,3207 Broadway,Astoria,11370
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Coffee & Tea, Delis",4 star rating,69 5th Ave,Park Slope,11370
1. New York City Bagel Coffee House,(718) 728-950029-08 23rd AveAstoria,373,$$,$$Bagels,4 star rating,29-08 23rd Ave,Astoria,11370
2. Brooklyn Bagel & Coffee Company,(718) 204-014135-05 BroadwayAstoria,710,$,"$Bagels, Coffee & Tea",4.5 star rating,35-05 Broadway,Astoria,11370
3. Brooklyn Bagel & Coffee Company,(718) 932-828035-09 Ditmars BlvdAstoria,431,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",4 star rating,35-09 Ditmars Blvd,Astoria,11370
4. Utopia Bagels,(718) 352-25861909 Utopia PkwyBay Terrace,659,$,"$Bakeries, Bagels, Sandwiches",4.5 star rating,1909 Utopia Pkwy,Bay Terrace,11370
5. New York City Bagel & Coffee House,(718) 728-951140-05 BroadwayAstoria,250,$$,"$$Bagels, Coffee & Tea",4 star rating,40-05 Broadway,Astoria,11370
6. Astoria Bagel Shop & Deli,(718) 728-51692812 Ditmars BlvdAstoria,155,$,"$Delis, Bagels, Breakfast & Brunch",4 star rating,2812 Ditmars Blvd,Astoria,11370
7. Brooklyn Bagel & Coffee Company,(718) 777-112136-14 30th AveAstoria,473,$,"$Coffee & Tea, Bagels",4 star rating,36-14 30th Ave,Astoria,11370
8. Bagel House IV,(718) 507-55738918 Northern BlvdJackson Heights,75,$,"$Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,8918 Northern Blvd,Jackson Heights,11370
9. American New York Bagel,(718) 505-050586-19 Northern BlvdJackson Heights,8,,"Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,86-19 Northern Blvd,Jackson Heights,11370
10. Parva Bakeshop Cafe,(718) 433-93368201 Northern BlvdJackson Heights,28,,"Coffee & Tea, Bakeries, Bagels",4.5 star rating,8201 Northern Blvd,Jackson Heights,11370
Mad Cafe,(347) 956-201943-10 Queens BlvdSunnyside,25,,"Coffee & Tea, Cafes",4.5 star rating,43-10 Queens Blvd,Sunnyside,11370
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Sandwiches, Bagels, Coffee & Tea",4 star rating,3207 Broadway,Astoria,11370
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Bagels, Delis",4 star rating,69 5th Ave,Park Slope,11370
11. Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,$,"$Bagels, Coffee & Tea, Sandwiches",4 star rating,3207 Broadway,Astoria,11370
12. New York City Bagel & Coffee House,(718) 728-951233-10 30th AveAstoria,89,$$,"$$Coffee & Tea, Breakfast & Brunch, Bagels",3.5 star rating,33-10 30th Ave,Astoria,11370
13. Bagels & Brew,(718) 545-444043-05 BroadwayAstoria,213,$,"$Bagels, Breakfast & Brunch, Cafes",4 star rating,43-05 Broadway,Astoria,11370
14. Absolute Bagels,(212) 932-20522788 BroadwayManhattan Valley,1428,$,"$Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley,11370
15. Eddie’s Bagels & Coffee,(917) 745-010544-02 31st AveAstoria,13,,"Coffee & Tea, Bagels",4.5 star rating,44-02 31st Ave,Astoria,11370
16. La Luna Cafe,(718) 606-00944401 30th AveAstoria,59,$,"$Bagels, Cafes",4 star rating,4401 30th Ave,Astoria,11370
17. Rego Bagels,(718) 459-62659508 63rd DrRego Park,156,$,"$Bagels, Coffee & Tea, Sandwiches",4 star rating,9508 63rd Dr,Rego Park,11370
18. JK Bakery,(718) 539-35632914 Union StDowntown Flushing,72,$,"$Bakeries, Bagels, Coffee & Tea",4 star rating,2914 Union St,Downtown Flushing,11370
19. Bagel Oasis,(718) 359-924518312 Horace Harding ExpyFresh Meadows,375,$,"$Bagels, Delis",4 star rating,18312 Horace Harding Expy,Fresh Meadows,11370
20. Bagels Plus,(718) 639-77845720 Woodside AveWoodside,62,$,"$Bagels, Breakfast & Brunch, Sandwiches",3 star rating,5720 Woodside Ave,Woodside,11370
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11370
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Sandwiches, Bagels, Coffee & Tea",4 star rating,3207 Broadway,Astoria,11370
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Coffee & Tea, Delis",4 star rating,69 5th Ave,Park Slope,11370
21. Woodside Deli & Bagel,(718) 301-069354-12 31st Ave,17,$,"$Bagels, Delis",3.5 star rating,54-12 31st Ave,,11370
22. Ess-a-Bagel,(347) 343-5728831 3rd AveMidtown East,3668,$,"$Bakeries, Bagels, Delis",4 star rating,831 3rd Ave,Midtown East,11370
23. New York City Bagel & Coffee House,(718) 777-03242910 BroadwayAstoria,44,$,"$Sandwiches, Coffee & Tea, Bagels",3.5 star rating,2910 Broadway,Astoria,11370
24. Bagel Time,(718) 746-068615051 14th AveBeechurst,60,$,"$Bagels, Salad, Breakfast & Brunch",4.5 star rating,15051 14th Ave,Beechurst,11370
25. Oh! Bagels and Cafe,(718) 539-53293430 Union StDowntown Flushing,11,$,"$Coffee & Tea, Bagels",4 star rating,3430 Union St,Downtown Flushing,11370
26. Bake a Bagel,(718) 326-219760-94 Flushing AveMaspeth,27,,Bagels,4.5 star rating,60-94 Flushing Ave,Maspeth,11370
27. Bagelberry,(718) 932-14253113 30th AveAstoria,111,$,"$Bagels, Korean, Cafes",3.5 star rating,3113 30th Ave,Astoria,11370
28. Chakra Cafe,(929) 462-005144-01 Queens BlvdSunnyside,84,,"Coffee & Tea, Breakfast & Brunch, Bagels",4.5 star rating,44-01 Queens Blvd,Sunnyside,11370
29. Empire Bagels,(718) 828-45303101 Westchester AvePelham Bay,114,$,$Bagels,4.5 star rating,3101 Westchester Ave,Pelham Bay,11370
30. Bagels On The Ave,(718) 721-06003315 30th AveAstoria,186,$,"$Bagels, Coffee & Tea, Breakfast & Brunch",3 star rating,3315 30th Ave,Astoria,11370
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11370
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Bagels, Coffee & Tea, Sandwiches",4 star rating,3207 Broadway,Astoria,11371
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11371
1. New York City Bagel Coffee House,(718) 728-950029-08 23rd AveAstoria,373,$$,$$Bagels,4 star rating,29-08 23rd Ave,Astoria,11371
2. Brooklyn Bagel & Coffee Company,(718) 204-014135-05 BroadwayAstoria,710,$,"$Bagels, Coffee & Tea",4.5 star rating,35-05 Broadway,Astoria,11371
3. New York City Bagel & Coffee House,(718) 728-951140-05 BroadwayAstoria,250,$$,"$$Bagels, Coffee & Tea",4 star rating,40-05 Broadway,Astoria,11371
4. Bagel House IV,(718) 507-55738918 Northern BlvdJackson Heights,75,$,"$Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,8918 Northern Blvd,Jackson Heights,11371
5. Brooklyn Bagel & Coffee Company,(718) 932-828035-09 Ditmars BlvdAstoria,431,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",4 star rating,35-09 Ditmars Blvd,Astoria,11371
6. American New York Bagel,(718) 505-050586-19 Northern BlvdJackson Heights,8,,"Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,86-19 Northern Blvd,Jackson Heights,11371
7. Parva Bakeshop Cafe,(718) 433-93368201 Northern BlvdJackson Heights,28,,"Coffee & Tea, Bakeries, Bagels",4.5 star rating,8201 Northern Blvd,Jackson Heights,11371
8. Brooklyn Bagel & Coffee Company,(718) 777-112136-14 30th AveAstoria,473,$,"$Coffee & Tea, Bagels",4 star rating,36-14 30th Ave,Astoria,11371
9. Astoria Bagel Shop & Deli,(718) 728-51692812 Ditmars BlvdAstoria,155,$,"$Delis, Bagels, Breakfast & Brunch",4 star rating,2812 Ditmars Blvd,Astoria,11371
