name,phone,review_count,price,food_type,rating,address,town,zip_search
Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11218
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Coffee & Tea, Delis",4 star rating,69 5th Ave,Park Slope,11219
Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,,"Sandwiches, Breakfast & Brunch, Bagels",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11219
1. Hot Bagels,(718) 438-5650127 Church AveKensington,85,$,"$Bagels, Sandwiches, Delis",4 star rating,127 Church Ave,Kensington,11219
2. Tasty Bagels,(718) 236-13891705 86th StBensonhurst,99,$,"$Bagels, Salad, Breakfast & Brunch",4 star rating,1705 86th St,Bensonhurst,11219
3. Hot Bagels,(718) 633-40094807 13th AveBorough Park,22,$,"$Bagels, Bakeries, Sandwiches",3.5 star rating,4807 13th Ave,Borough Park,11219
4. Bagel Boy,(718) 748-03668002 3rd AveBay Ridge,276,$,"$Bagels, Breakfast & Brunch",4 star rating,8002 3rd Ave,Bay Ridge,11219
5. Bagel Pub,313 36th StSunset Park,26,,"Juice Bars & Smoothies, Breakfast & Brunch, Bagels",4 star rating,313 36th St,Sunset Park,11219
6. Park Bagels,(718) 331-20901410 86th StDyker Heights,35,$$,$$Bagels,4 star rating,1410 86th St,Dyker Heights,11219
7. Bagelicious,(718) 256-03007501 13th AveDyker Heights,23,$,"$Bagels, Coffee & Tea, Grocery",3.5 star rating,7501 13th Ave,Dyker Heights,11219
8. Dyker Park Bagels,(718) 836-6336713 86th StBay Ridge,108,$,"$Bagels, Breakfast & Brunch, Coffee & Tea",3.5 star rating,713 86th St,Bay Ridge,11219
9. Bagel Bazaar,(718) 996-74402208 86th StBath Beach,73,$,$Bagels,4 star rating,2208 86th St,Bath Beach,11219
10. The Brothers Deli & Bagel,(718) 680-05827105 Fort Hamilton PkwyDyker Heights,50,$,"$Delis, Bagels, Sandwiches",4 star rating,7105 Fort Hamilton Pkwy,Dyker Heights,11219
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11219
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11219
Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11219
11. Bagel Pub,(718) 499-4402287 9th StPark Slope,470,$,"$Cafes, Breakfast & Brunch, Bagels",4 star rating,287 9th St,Park Slope,11219
12. Kosher Bagel Hole,(718) 258-41501423 Ave JMidwood,57,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,1423 Ave J,Midwood,11219
13. Bagel Villa,(718) 745-11757221 5th AveBay Ridge,54,$,"$Sandwiches, Breakfast & Brunch, Bagels",4 star rating,7221 5th Ave,Bay Ridge,11219
14. Hot Bagel and Deli,(718) 748-26607017 3rd AveBay Ridge,8,$,"$Delis, Bagels",4.5 star rating,7017 3rd Ave,Bay Ridge,11219
15. Dale Bagels,(718) 232-23686201 18th AveBensonhurst,38,$,$Bagels,3.5 star rating,6201 18th Ave,Bensonhurst,11219
16. Baked In Brooklyn Bakery Store,(718) 788-3164755 5th AveSunset Park,245,$,"$Bakeries, Bagels, Sandwiches",4 star rating,755 5th Ave,Sunset Park,11219
17. Mr. Bagels Cafe,(718) 836-30009417 3rd AveFort Hamilton,1,,"Bagels, Delis",5 star rating,9417 3rd Ave,Fort Hamilton,11219
18. Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,$,"$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11219
19. Bay Bagels,(718) 975-31236302 Bay PkwyBensonhurst,41,$,"$Bagels, Breakfast & Brunch",3 star rating,6302 Bay Pkwy,Bensonhurst,11219
20. Bagels Plus,(718) 232-14047501 New Utrecht AveBensonhurst,33,$$,"$$Bagels, Bakeries",3 star rating,7501 New Utrecht Ave,Bensonhurst,11219
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11219
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11219
Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,,"Sandwiches, Bagels, Breakfast & Brunch",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11219
21. Catskill Bagels,(718) 282-50491416 Cortelyou RdFlatbush,225,$,"$Coffee & Tea, Bagels, Sandwiches",2.5 star rating,1416 Cortelyou Rd,Flatbush,11219
22. JW Real Polish Delicatessen,(718) 559-6686321 Church AveKensington,6,,"Delis, Polish, Bagels",5 star rating,321 Church Ave,Kensington,11219
23. Bagel Supreme,(718) 745-11089401 5th AveFort Hamilton,60,$,"$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,9401 5th Ave,Fort Hamilton,11219
24. Wild Bagels,(718) 333-94531901 Stillwell AveGravesend,74,$,$Bagels,3.5 star rating,1901 Stillwell Ave,Gravesend,11219
25. Sunset Bagels,(718) 437-09054903 5th AveSunset Park,178,$,$Bagels,2 star rating,4903 5th Ave,Sunset Park,11219
26. H & L Bagels,(718) 748-66268818 3rd AveBay Ridge,41,$,$Bagels,4 star rating,8818 3rd Ave,Bay Ridge,11219
27. Bagel Hole,(718) 788-4014400 7th AveSouth Slope,266,$,$Bagels,3.5 star rating,400 7th Ave,South Slope,11219
28. La Bagel Delight,(718) 768-6107284 7th AvePark Slope,302,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,284 7th Ave,Park Slope,11219
29. Shelsky’s Brooklyn Bagels,(718) 855-8817453 4th AveSouth Slope,113,,"Bagels, Coffee & Tea, Sandwiches",3 star rating,453 4th Ave,South Slope,11219
30. Sunset Bagels Cafe & Grill,(718) 514-6422946 4th AveSunset Park,22,,"Bagels, Breakfast & Brunch, American (Traditional)",3 star rating,946 4th Ave,Sunset Park,11219
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11219
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Bagels, Delis",4 star rating,69 5th Ave,Park Slope,11220
La Flor De Izucar,(718) 633-12544021 5th AveSunset Park,28,,"Tacos, Bakeries, Breakfast & Brunch",4 star rating,4021 5th Ave,Sunset Park,11220
1. Bagel Boy,(718) 748-03668002 3rd AveBay Ridge,276,$,"$Bagels, Breakfast & Brunch",4 star rating,8002 3rd Ave,Bay Ridge,11220
2. Bagel Pub,313 36th StSunset Park,26,,"Juice Bars & Smoothies, Breakfast & Brunch, Bagels",4 star rating,313 36th St,Sunset Park,11220
3. Hot Bagel and Deli,(718) 748-26607017 3rd AveBay Ridge,8,$,"$Delis, Bagels",4.5 star rating,7017 3rd Ave,Bay Ridge,11220
4. Bagel Villa,(718) 745-11757221 5th AveBay Ridge,54,$,"$Sandwiches, Breakfast & Brunch, Bagels",4 star rating,7221 5th Ave,Bay Ridge,11220
5. Metro Bagel & Cafe,(718) 567-06665811 4th AveSunset Park,16,$,"$Bagels, Breakfast & Brunch, Cafes",3.5 star rating,5811 4th Ave,Sunset Park,11220
6. H & L Bagels,(718) 748-66268818 3rd AveBay Ridge,41,$,$Bagels,4 star rating,8818 3rd Ave,Bay Ridge,11220
7. Steve’s Bagels,(718) 680-50106907 4th AveBay Ridge,111,$,"$Coffee & Tea, Bagels",3 star rating,6907 4th Ave,Bay Ridge,11220
8. Bagel Schmagel,(718) 833-17747510 3rd AveBay Ridge,181,$,$Bagels,3 star rating,7510 3rd Ave,Bay Ridge,11220
9. Bagel Supreme,(718) 745-11089401 5th AveFort Hamilton,60,$,"$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,9401 5th Ave,Fort Hamilton,11220
10. Dyker Park Bagels,(718) 836-6336713 86th StBay Ridge,108,$,"$Bagels, Breakfast & Brunch, Coffee & Tea",3.5 star rating,713 86th St,Bay Ridge,11220
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11220
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11220
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11220
11. Tasty Bagels,(718) 236-13891705 86th StBensonhurst,99,$,"$Bagels, Salad, Breakfast & Brunch",4 star rating,1705 86th St,Bensonhurst,11220
12. Park Bagels,(718) 331-20901410 86th StDyker Heights,35,$$,$$Bagels,4 star rating,1410 86th St,Dyker Heights,11220
13. The Brothers Deli & Bagel,(718) 680-05827105 Fort Hamilton PkwyDyker Heights,50,$,"$Delis, Bagels, Sandwiches",4 star rating,7105 Fort Hamilton Pkwy,Dyker Heights,11220
14. Sunset Bagels,(718) 437-09054903 5th AveSunset Park,178,$,$Bagels,2 star rating,4903 5th Ave,Sunset Park,11220
15. Sam’s Bagels,(718) 680-57007715 5th AveBay Ridge,37,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,7715 5th Ave,Bay Ridge,11220
16. Bagelicious,(718) 256-03007501 13th AveDyker Heights,23,$,"$Bagels, Coffee & Tea, Grocery",3.5 star rating,7501 13th Ave,Dyker Heights,11220
17. Cocoa Grinder,6823 3rd AveBay Ridge,143,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,6823 3rd Ave,Bay Ridge,11220
18. Mr. Bagels Cafe,(718) 836-30009417 3rd AveFort Hamilton,1,,"Bagels, Delis",5 star rating,9417 3rd Ave,Fort Hamilton,11220
19. Baked In Brooklyn Bakery Store,(718) 788-3164755 5th AveSunset Park,245,$,"$Bakeries, Bagels, Sandwiches",4 star rating,755 5th Ave,Sunset Park,11220
20. Bagel Pub,(718) 499-4402287 9th StPark Slope,470,$,"$Cafes, Breakfast & Brunch, Bagels",4 star rating,287 9th St,Park Slope,11220
Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11220
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Delis, Bagels",4 star rating,69 5th Ave,Park Slope,11220
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11220
21. Sunset Bagels Cafe & Grill,(718) 514-6422946 4th AveSunset Park,22,,"Bagels, Breakfast & Brunch, American (Traditional)",3 star rating,946 4th Ave,Sunset Park,11220
22. Fantastic Bagels,(718) 238-07338614 4th AveBay Ridge,58,$,"$Bagels, Breakfast & Brunch",3.5 star rating,8614 4th Ave,Bay Ridge,11220
23. Enjoy My Bagels,(718) 832-2435959 4th AveSunset Park,51,$,$Bagels,3 star rating,959 4th Ave,Sunset Park,11220
24. Hot Bagels,(718) 438-5650127 Church AveKensington,85,$,"$Bagels, Sandwiches, Delis",4 star rating,127 Church Ave,Kensington,11220
25. Sunset Bagels,(718) 833-82338624 5th AveBay Ridge,107,$,$Bagels,2 star rating,8624 5th Ave,Bay Ridge,11220
26. Bagel Bazaar,(718) 996-74402208 86th StBath Beach,73,$,$Bagels,4 star rating,2208 86th St,Bath Beach,11220
27. Bagel Pub,57 7th AvePark Slope,26,,"Coffee & Tea, Breakfast & Brunch, Bagels",4.5 star rating,57 7th Ave,Park Slope,11220
28. Hot Bagels,(718) 633-40094807 13th AveBorough Park,22,$,"$Bagels, Bakeries, Sandwiches",3.5 star rating,4807 13th Ave,Borough Park,11220
29. La Bagel Delight,(718) 768-6107284 7th AvePark Slope,302,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,284 7th Ave,Park Slope,11220
30. Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,$,"$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11220
Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11220
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Coffee & Tea, Delis",4 star rating,69 5th Ave,Park Slope,11221
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Coffee & Tea, Sandwiches, Bagels",4 star rating,3207 Broadway,Astoria,11221
1. Bk Bagels,(718) 443-23231120 BroadwayBushwick,133,$,"$Juice Bars & Smoothies, Coffee & Tea, Bagels",4 star rating,1120 Broadway,Bushwick,11221
2. Greenberg’s Bagels,(347) 860-04551065 Bedford AveBedford Stuyvesant,36,,"Bagels, Sandwiches",4 star rating,1065 Bedford Ave,Bedford Stuyvesant,11221
3. Knickerbocker Bagel,(718) 709-8888367 Knickerbocker AveBushwick,246,$,"$Wraps, Breakfast & Brunch, Bagels",4 star rating,367 Knickerbocker Ave,Bushwick,11221
4. Nagle’s Bagels,(347) 305-3007378 Tompkins AveBedford Stuyvesant,125,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",2.5 star rating,378 Tompkins Ave,Bedford Stuyvesant,11221
5. Lula Bagel,(718) 778-0581816 Nostrand AveCrown Heights,239,$,"$Bagels, Coffee & Tea, Sandwiches",3.5 star rating,816 Nostrand Ave,Crown Heights,11221
6. Black Seed Bagels,(646) 915-1500379 Suydam StBushwick,8,,"Bagels, Sandwiches",3.5 star rating,379 Suydam St,Bushwick,11221
7. Mixtape Bushwick,(718) 381-52481533 Myrtle AveBushwick,78,$,"$Coffee & Tea, Bagels, Sandwiches",4.5 star rating,1533 Myrtle Ave,Bushwick,11221
8. Bagel Pub,(718) 774-2243775 Franklin AveCrown Heights,323,$,"$Breakfast & Brunch, Bagels, Coffee & Tea",3.5 star rating,775 Franklin Ave,Crown Heights,11221
9. Crown Bagel & Deli,(718) 398-2625719 Washington AveProspect Heights,12,$$,"$$Bagels, Delis",5 star rating,719 Washington Ave,Prospect Heights,11221
10. Bergen Bagels,(718) 789-7600473 Bergen StProspect Heights,390,$,$Bagels,4 star rating,473 Bergen St,Prospect Heights,11221
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11221
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Bagels, Delis",4 star rating,69 5th Ave,Park Slope,11221
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Bagels, Sandwiches, Coffee & Tea",4 star rating,3207 Broadway,Astoria,11221
11. Bagel Story,1237 Fulton StBedford Stuyvesant,68,,"Delis, Bagels, Coffee & Tea",3 star rating,1237 Fulton St,Bedford Stuyvesant,11221
12. The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11221
13. Sofia & Grace Cookie,(718) 450-8034163 Ralph AveBedford Stuyvesant,66,$,"$Coffee & Tea, Desserts, Bagels",4.5 star rating,163 Ralph Ave,Bedford Stuyvesant,11221
14. The Bad Bagel,(929) 324-313040 Wyckoff AveBushwick,105,$,"$Sandwiches, Breakfast & Brunch, Bagels",3 star rating,40 Wyckoff Ave,Bushwick,11221
15. The Bagelnaitor,(347) 799-1343749 Flushing AveSouth Williamsburg,5,,"Bagels, Food Delivery Services",5 star rating,749 Flushing Ave,South Williamsburg,11221
16. Brooklyn Barista,(347) 889-5755880 Wyckoff AveBushwick,69,$,"$Coffee & Tea, Sandwiches, Bagels",4.5 star rating,880 Wyckoff Ave,Bushwick,11221
17. Bagelsmith,(347) 294-0046566 Lorimer StWilliamsburg - North Side,303,$,"$Bagels, Salad, Sandwiches",3 star rating,566 Lorimer St,Williamsburg - North Side,11221
18. Bake a Bagel,(718) 326-219760-94 Flushing AveMaspeth,27,,Bagels,4.5 star rating,60-94 Flushing Ave,Maspeth,11221
19. Bunch-O-Bagels,(718) 604-0634361 Troy AveWingate,54,$,"$Bagels, Salad, Sandwiches",4 star rating,361 Troy Ave,Wingate,11221
20. Bagel Pub,57 7th AvePark Slope,26,,"Coffee & Tea, Breakfast & Brunch, Bagels",4.5 star rating,57 7th Ave,Park Slope,11221
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11221
Duals Natural,(212) 979-6045321 BroadwayWilliamsburg - South Side,2,,"Herbs & Spices, Coffee & Tea, Grocery",5 star rating,321 Broadway,Williamsburg - South Side,11221
21. Cinnamon Girl,277 Nostrand AveBedford Stuyvesant,92,$,"$Coffee & Tea, Bagels, Vegan",3.5 star rating,277 Nostrand Ave,Bedford Stuyvesant,11221
22. Bagelsmith,(718) 218-7414189 Bedford AveWilliamsburg - North Side,510,$,"$Bagels, Coffee & Tea, Sandwiches",3.5 star rating,189 Bedford Ave,Williamsburg - North Side,11221
23. The Bushwick Diner,(718) 552-2455299 Wyckoff AveBushwick,106,$$,"$$Bagels, Diners, Breakfast & Brunch",2.5 star rating,299 Wyckoff Ave,Bushwick,11221
24. Glendale Bagels & Quality Deli,(718) 381-13636935 Myrtle AveGlendale,119,$,"$Bagels, Wraps, Sandwiches",4 star rating,6935 Myrtle Ave,Glendale,11221
25. Olde Brooklyn Bagel Shoppe,(718) 622-6227645 Vanderbilt AveProspect Heights,276,$,$Bagels,3 star rating,645 Vanderbilt Ave,Prospect Heights,11221
26. Flatbush Bagels,(718) 469-5700557 Flatbush AveProspect Lefferts Gardens,29,,"Sandwiches, Bagels, Cafes",2 star rating,557 Flatbush Ave,Prospect Lefferts Gardens,11221
27. Bagel World,(718) 643-2686223 Dekalb AveFort Greene,78,$,"$Bagels, Breakfast & Brunch",3.5 star rating,223 Dekalb Ave,Fort Greene,11221
28. Bergen Bagels,(718) 789-9300536 Myrtle AveClinton Hill,232,$,"$Bagels, Breakfast & Brunch, Sandwiches",3 star rating,536 Myrtle Ave,Clinton Hill,11221
29. Russ & Daughters - Brooklyn,(212) 475-4880141 Flushing Ave,63,$$,"$$Bagels, Bakeries, Delis",3 star rating,141 Flushing Ave,,11221
30. Edith’s,60 Greenpoint AveGreenpoint,17,,"Bakeries, Bagels",4 star rating,60 Greenpoint Ave,Greenpoint,11221
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Coffee & Tea, Bagels",4 star rating,69 5th Ave,Park Slope,11222
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Coffee & Tea, Sandwiches, Bagels",4 star rating,3207 Broadway,Astoria,11222
1. Edith’s,60 Greenpoint AveGreenpoint,17,,"Bakeries, Bagels",4 star rating,60 Greenpoint Ave,Greenpoint,11222
2. Frankel’s Delicatessen,(718) 389-2302631 Manhattan AveGreenpoint,256,$$,"$$Delis, Bagels, Sandwiches",4 star rating,631 Manhattan Ave,Greenpoint,11222
3. Bagel Point,(718) 383-1600699 Manhattan AveGreenpoint,154,,"Coffee & Tea, Breakfast & Brunch, Bagels",3.5 star rating,699 Manhattan Ave,Greenpoint,11222
4. Bagelsmith,(718) 218-7414189 Bedford AveWilliamsburg - North Side,510,$,"$Bagels, Coffee & Tea, Sandwiches",3.5 star rating,189 Bedford Ave,Williamsburg - North Side,11222
5. Baker’s Dozen,(718) 349-2222788 Manhattan AveGreenpoint,216,$,"$Bagels, Breakfast & Brunch, Delis",3.5 star rating,788 Manhattan Ave,Greenpoint,11222
6. Bread Brothers Bagel Cafe - Greenpoint,(718) 576-3837912 Manhattan AveGreenpoint,105,$,"$Bagels, Coffee & Tea, Breakfast & Brunch",3 star rating,912 Manhattan Ave,Greenpoint,11222
7. We Bagel,(718) 255-199247-11 11th StHunters Point,48,,"Coffee & Tea, Bagels, Juice Bars & Smoothies",4 star rating,47-11 11th St,Hunters Point,11222
8. Knickerbocker Bagel,(718) 709-8888367 Knickerbocker AveBushwick,246,$,"$Wraps, Breakfast & Brunch, Bagels",4 star rating,367 Knickerbocker Ave,Bushwick,11222
9. Bagelsmith,(347) 294-0046566 Lorimer StWilliamsburg - North Side,303,$,"$Bagels, Salad, Sandwiches",3 star rating,566 Lorimer St,Williamsburg - North Side,11222
10. Brooklyn Bagel & Coffee Company,(718) 204-014135-05 BroadwayAstoria,710,$,"$Bagels, Coffee & Tea",4.5 star rating,35-05 Broadway,Astoria,11222
Bakestone Bakery,(718) 349-7775190 Nassau AveGreenpoint,31,,"Donuts, Polish, Bakeries",4 star rating,190 Nassau Ave,Greenpoint,11222
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Coffee & Tea, Delis",4 star rating,69 5th Ave,Park Slope,11222
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Sandwiches, Bagels, Coffee & Tea",4 star rating,3207 Broadway,Astoria,11222
11. Greenberg’s Bagels,(347) 860-0455103 N 3rd StWilliamsburg - North Side,17,,Bagels,3.5 star rating,103 N 3rd St,Williamsburg - North Side,11222
12. New York City Bagel & Coffee House,(718) 728-951140-05 BroadwayAstoria,250,$$,"$$Bagels, Coffee & Tea",4 star rating,40-05 Broadway,Astoria,11222
13. Have-A-Bagel,(718) 782-0111197 Havemeyer StWilliamsburg - South Side,97,$,"$Bagels, Cafes",4 star rating,197 Havemeyer St,Williamsburg - South Side,11222
14. Best Bagel & Coffee,(212) 564-4409225 W 35th StMidtown West,3360,$,"$Bagels, Coffee & Tea, Breakfast & Brunch",4.5 star rating,225 W 35th St,Midtown West,11222
15. Black Seed Bagels,(646) 915-1500379 Suydam StBushwick,8,,"Bagels, Sandwiches",3.5 star rating,379 Suydam St,Bushwick,11222
16. Ess-a-Bagel,(347) 343-5728831 3rd AveMidtown East,3668,$,"$Bakeries, Bagels, Delis",4 star rating,831 3rd Ave,Midtown East,11222
17. Williamsburg Bagel,(718) 384-0904343 Roebling StSouth Williamsburg,32,$,"$Cafes, Breakfast & Brunch, Bagels",4 star rating,343 Roebling St,South Williamsburg,11222
18. Marcy & Myrtle Cafe,(917) 648-7800101 N 10th StWilliamsburg - North Side,19,,"Coffee & Tea, Bagels, Sandwiches",4.5 star rating,101 N 10th St,Williamsburg - North Side,11222
19. Bk Bagels,(718) 443-23231120 BroadwayBushwick,133,$,"$Juice Bars & Smoothies, Coffee & Tea, Bagels",4 star rating,1120 Broadway,Bushwick,11222
20. Russ & Daughters,(212) 475-4880179 E Houston StLower East Side,2269,$$,"$$Bagels, Smokehouse, Bakeries",4.5 star rating,179 E Houston St,Lower East Side,11222
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11222
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11222
Toast & Roast Bagels and Coffee,(929) 460-03083207 BroadwayAstoria,85,,"Sandwiches, Bagels, Coffee & Tea",4 star rating,3207 Broadway,Astoria,11222
21. Bake a Bagel,(718) 326-219760-94 Flushing AveMaspeth,27,,Bagels,4.5 star rating,60-94 Flushing Ave,Maspeth,11222
22. SHM Bagel Coffee Shop,(929) 337-6299895 Grand StEast Williamsburg,3,,"Coffee & Tea, Bagels, Burgers",3.5 star rating,895 Grand St,East Williamsburg,11222
23. The Bagelnaitor,(347) 799-1343749 Flushing AveSouth Williamsburg,5,,"Bagels, Food Delivery Services",5 star rating,749 Flushing Ave,South Williamsburg,11222
24. LIC Bagel & Deli,(718) 707-333341-04 27th StLong Island City,33,,"Delis, Bagels",4 star rating,41-04 27th St,Long Island City,11222
25. Tompkins Square Bagels - Avenue A,(646) 351-6520165 Avenue AEast Village,1140,$,$Bagels,4 star rating,165 Avenue A,East Village,11222
26. Chakra Cafe,(929) 462-005144-01 Queens BlvdSunnyside,84,,"Coffee & Tea, Breakfast & Brunch, Bagels",4.5 star rating,44-01 Queens Blvd,Sunnyside,11222
27. Ess-A-Bagel,(212) 260-2252324 1st AveStuyvesant Town,870,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,324 1st Ave,Stuyvesant Town,11222
28. Russ & Daughters - Brooklyn,(212) 475-4880141 Flushing Ave,63,$$,"$$Bagels, Bakeries, Delis",3 star rating,141 Flushing Ave,,11222
29. Mixtape Bushwick,(718) 381-52481533 Myrtle AveBushwick,78,$,"$Coffee & Tea, Bagels, Sandwiches",4.5 star rating,1533 Myrtle Ave,Bushwick,11222
30. Afp Bagels,566 Lorimer StWilliamsburg - North Side,1,,Bagels,5 star rating,566 Lorimer St,Williamsburg - North Side,11222
Bakestone Bakery,(718) 349-7775190 Nassau AveGreenpoint,31,,"Polish, Bakeries, Donuts",4 star rating,190 Nassau Ave,Greenpoint,11222
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Bagels, Delis",4 star rating,69 5th Ave,Park Slope,11223
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11223
1. Cropsey Bagels & Deli,(718) 996-97002819 Cropsey AveConey Island,44,$,"$Bagels, Desserts, Delis",4 star rating,2819 Cropsey Ave,Coney Island,11223
2. Avenue X Bagels,(347) 587-68202650C Coney Island AveGravesend,8,,Bagels,5 star rating,2650C Coney Island Ave,Gravesend,11223
3. Hot Bagels and Bialys,(718) 975-07091909 Ave USheepshead Bay,13,,"Bagels, Delis, Sandwiches",4 star rating,1909 Ave U,Sheepshead Bay,11223
4. Bake City Bagels,(718) 339-0800357 Ave XGravesend,43,$,"$Bakeries, Bagels, Breakfast & Brunch",4 star rating,357 Ave X,Gravesend,11223
5. Bagel Bazaar,(718) 996-74402208 86th StBath Beach,73,$,$Bagels,4 star rating,2208 86th St,Bath Beach,11223
6. Bagel Boy,(718) 332-34441602 Ave ZSheepshead Bay,329,$$,"$$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,1602 Ave Z,Sheepshead Bay,11223
7. Tasty Bagels,(718) 236-13891705 86th StBensonhurst,99,$,"$Bagels, Salad, Breakfast & Brunch",4 star rating,1705 86th St,Bensonhurst,11223
8. Village Bagels,(718) 339-9555257 Ave XGravesend,3,,Bagels,5 star rating,257 Ave X,Gravesend,11223
9. Wild Bagels,(718) 333-94531901 Stillwell AveGravesend,74,$,$Bagels,3.5 star rating,1901 Stillwell Ave,Gravesend,11223
10. Avenue U Bagels,(347) 587-6800284 Avenue UGravesend,8,,"Bagels, Breakfast & Brunch",4 star rating,284 Avenue U,Gravesend,11223
Baku Bakery,(718) 996-54141903 Ave USheepshead Bay,33,,"Desserts, Bakeries",4.5 star rating,1903 Ave U,Sheepshead Bay,11223
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11223
